jg.note	rat.owner	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.gender	rat.age	rat.weight	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.post.induction.time	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.heart.rate	anesthesia.temperature	anesthesia.pCO2	anesthesia.comment	MRI.vendor	MRI.console	MRI.field.strength	MRI.coil.setup	MRI.coil.design	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor	func.shim	func.shim.order	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.design	func.sebnsory.comment					
added 04092058	Faber	02005	2005001	1	23	1	F344	female	> 3 month	200	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	179	ventilated	53	na	36.6	2	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	S1FL	optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092059	Faber	02005	2005002	1	24	1	F344	female	> 3 month	193	Charles River			sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	222	ventilated	53	na	37.1	2.2	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	S1FL	optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the left					
added 04092060	Faber	02005	2005003	1	25	1	F344	female	> 3 month	176		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	221	ventilated	53	na	37.4	2.5	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	S1FL	optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092061	Faber	02005	2005004	1	26	1	F344	female	> 3 month	184		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	235	ventilated	53	na	37	2.4	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	S1FL	optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off	block	fiber in S1Fl; the readoffset of the anatomy was 0,582167042707569 (instead of 0); BOLD on the right					
added 04092062	Faber	02005	2005005	1	27	1	F344	female	> 3 month	188		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	213	ventilated	53	na	37	3.7	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	1 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	S1FL	optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092063	Faber	02005	2005006	1	28	1	F344	female	> 3 month	188		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	217	ventilated	53	na	37.4	5.7	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	S1FL	optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092064	Faber	02005	2005007	1	29	1	F344	female	> 3 month	188		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	280	ventilated	53	na	36.5	2.6	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	S1FL	optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092065	Faber	02005	2005008	1	30	1	F344	female	> 3 month	175		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	351	ventilated	53	na	37.5	3.1	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	9	1.2	0	600	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	/	S1FL	optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off	block	fiber in S1Fl; BOLD on the right					
added 04092066	Faber	02005	2005009	1	31	1	F344	female	> 3 month	204		in house		sensory	ISO	5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	MED	MED bolus 0.04 mg/kg, maintanance 0.05 mg/kg	391	ventilated	53	na	36.9	3.1	pCO2 was stable, but not calibrated, most likely 5%	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	60	350 x 325 µm	9	1.2	0	600	1	mapshim	1st, 2nd	217391.3043	yes	LR	/	S1FL	optogenetic C1V1, 9 Hz, 10 ms pulse length, 10s off - 5s on -15 s off	block	fiber in S1Fl; the readoffset of the anatomy was 1,24199456423929 (instead of 0); BOLD on the right					
added 04092066	Nikko	02006	2006000	1	sub-01	20.02.2017	Wistar	F	3 - 10 months	290	Charles Rivers		exact age unknown	sensory-evoked	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	214	free-breathing	81.84	240.58	36.29		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR		front paw	electrical shock	block	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width				60, 150, 240	30
added 04092067	Nikko	02006	2006001	1	sub-02	22.02.2017	Wistar	F	3 - 10 months	300	Charles Rivers		exact age unknown	sensory-evoked	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	163	free-breathing	75.35	284.75	36.77		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR		front paw	electrical shock	block	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width				60, 150, 240	30
added 04092068	Nikko	02006	2006002	1	sub-03	23.02.2017	Wistar	F	3 - 10 months	300	Charles Rivers		exact age unknown	sensory-evoked	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	169	free-breathing	53.41	206.49	36.6		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR		front paw	electrical shock	block	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width				60, 150, 240	30
added 04092069	Nikko	02006	2006003	1	sub-04	24.02.2017	Wistar	F	3 - 10 months	300	Charles Rivers		exact age unknown	sensory-evoked	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	184	free-breathing	81.07	224.35	36.6		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	376 kHz	no	LR		front paw	electrical shock	block	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width				60, 150, 240	30
added 04092070	Nikko	02006	2006004	1	sub-05	27.02.2017	Wistar	F	3 - 10 months	360	Charles Rivers		exact age unknown	sensory-evoked	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	169	free-breathing	74.21	229.28	37.08		route SC, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR		front paw	electrical shock	block	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width				60, 150, 240	30
added 04092071	Nikko	02006	2006005	1	sub-13	18.01.2018	Wistar	F	3 - 10 months	420	Charles Rivers		exact age unknown	sensory-evoked	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	102	free-breathing	113.45	249.03	37.06		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR		front paw	electrical shock	block	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width				60, 150, 240	30
added 04092072	Nikko	02006	2006006	1	sub-14	19.01.2018	Wistar	F	3 - 10 months	310	Charles Rivers		exact age unknown	sensory-evoked	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	171	free-breathing	90.59	262.24	36.59		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	378 kHz	no	LR		front paw	electrical shock	block	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width				60, 150, 240	30
added 04092073	Nikko	02006	2006007	1	sub-15	22.01.2018	Wistar	F	3 - 10 months	330	Charles Rivers		exact age unknown	sensory-evoked	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	138	free-breathing	112.65	287.28	37.29		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR		front paw	electrical shock	block	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width				60, 150, 240	30
added 04092074	Nikko	02006	2006008	1	sub-16	24.01.2018	Wistar	F	3 - 10 months	360	Charles Rivers		exact age unknown	sensory-evoked	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	201	free-breathing	86.75	205.06	36.94		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	379 kHz	no	LR		front paw	electrical shock	block	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width				60, 150, 240	30
added 04092075	Nikko	02006	2006009	1	sub-17	25.01.2018	Wistar	F	3 - 10 months	305	Charles Rivers		exact age unknown	sensory-evoked	isoflurane	5	medetomidine	0.05 mg/kg bolus + 0.1 mg/kg/h infusion	156	free-breathing	110.49	285.59	37.47		route IV, supine position	Bruker		9.4	T volume 86 mm / R surface 4-channel	phased array		turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90	0.2	30	0.5	0	220	1	mapshim	1st + 2nd	375 kHz	no	LR		front paw	electrical shock	block	Electrical Forepaw Stimulation - 9Hz 3mA 0.3ms pulse width				60, 150, 240	30
added 20092020	Golden	01014	1014000	1	344	7/26/2016	Sprague-Dawley	M	61	367	SAGE labs (now called Horizon)	in-house		resting state	isoflurane / medetomidine	3% / 0.3 mg / kg	medetomidine	0.6 mg/kg/h	5	free-breathing	unknown	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7 T	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	EPI	2	0.015	none	0.325 mm x 0.325 mm	38	0.7		300 frames	none	Mapshim	not known			L/R	acquisition time = 10 min									
added 20092020	Golden	01014	1014001	1	392	7/26/2016	Sprague-Dawley	M	63	370	SAGE labs (now called Horizon)	in-house		resting state	isoflurane / medetomidine	3% / 0.3 mg / kg	medetomidine	0.6 mg/kg/h	5	free-breathing	unknown	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7 T	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	EPI	2	0.015	none	0.325 mm x 0.325 mm	38	0.7		300 frames	none	Mapshim	not known			L/R	acquisition time = 10 min									
added 20092020	Golden	01014	1014002	1	399	7/26/2016	Sprague-Dawley	M	63	395	SAGE labs (now called Horizon)	in-house		resting state	isoflurane / medetomidine	3% / 0.3 mg / kg	medetomidine	0.6 mg/kg/h	5	free-breathing	unknown	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7 T	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	EPI	2	0.015	none	0.325 mm x 0.325 mm	38	0.7		300 frames	none	Mapshim	not known			L/R	acquisition time = 10 min									
added 20092020	Golden	01014	1014003	1	403	7/26/2016	Sprague-Dawley	M	65	396	SAGE labs (now called Horizon)	in-house		resting state	isoflurane / medetomidine	3% / 0.3 mg / kg	medetomidine	0.6 mg/kg/h	5	free-breathing	unknown	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7 T	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	EPI	2	0.015	none	0.325 mm x 0.325 mm	38	0.7		300 frames	none	Mapshim	not known			L/R	acquisition time = 10 min									
added 20092020	Golden	01014	1014004	1	404	7/26/2016	Sprague-Dawley	M	64	327	SAGE labs (now called Horizon)	in-house		resting state	isoflurane / medetomidine	3% / 0.3 mg / kg	medetomidine	0.6 mg/kg/h	5	free-breathing	unknown	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7 T	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	EPI	2	0.015	none	0.325 mm x 0.325 mm	38	0.7		300 frames	none	Mapshim	not known			L/R	acquisition time = 10 min									
added 20092020	Golden	01014	1014005	1	467	7/19/2016	Sprague-Dawley	F	64	220	SAGE labs (now called Horizon)	in-house		resting state	isoflurane / medetomidine	3% / 0.3 mg / kg	medetomidine	0.6 mg/kg/h	5	free-breathing	unknown	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7 T	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	EPI	2	0.015	none	0.325 mm x 0.325 mm	38	0.7		300 frames	none	Mapshim	not known			L/R	acquisition time = 10 min									
added 20092020	Golden	01014	1014006	1	468	7/19/2016	Sprague-Dawley	F	64	225	SAGE labs (now called Horizon)	in-house		resting state	isoflurane / medetomidine	3% / 0.3 mg / kg	medetomidine	0.6 mg/kg/h	5	free-breathing	unknown	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7 T	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	EPI	2	0.015	none	0.325 mm x 0.325 mm	38	0.7		300 frames	none	Mapshim	not known			L/R	acquisition time = 10 min									
added 20092020	Golden	01014	1014007	1	475	7/20/2016	Sprague-Dawley	F	61	245	SAGE labs (now called Horizon)	in-house		resting state	isoflurane / medetomidine	3% / 0.3 mg / kg	medetomidine	0.6 mg/kg/h	5	free-breathing	unknown	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7 T	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	EPI	2	0.015	none	0.325 mm x 0.325 mm	38	0.7		300 frames	none	Mapshim	not known			L/R	acquisition time = 10 min									
added 20092020	Golden	01014	1014008	1	486	7/25/2016	Sprague-Dawley	F	55	215	SAGE labs (now called Horizon)	in-house		resting state	isoflurane / medetomidine	3% / 0.3 mg / kg	medetomidine	0.6 mg/kg/h	5	free-breathing	unknown	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7 T	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	EPI	2	0.015	none	0.325 mm x 0.325 mm	38	0.7		300 frames	none	Mapshim	not known			L/R	acquisition time = 10 min									
added 20092020	Golden	01014	1014009	1	488	7/26/2016	Sprague-Dawley	F	56	229	SAGE labs (now called Horizon)	in-house		resting state	isoflurane / medetomidine	3% / 0.3 mg / kg	medetomidine	0.6 mg/kg/h	5	free-breathing	unknown	unknown	unknown, but on a heating bed	not measured	At the end of the scans medetomidine was antagonized by an injection of atipamezole (0.1 mg/kg)	Bruker	Biospec 70/30	7 T	unknown	unknown	A Bruker 4 Channel rat brain phased array was used for all data acquisition in conjunction with a Bruker volume transmit 86cm coil	3D-RARE	T2	0.777	0.052	EPI	2	0.015	none	0.325 mm x 0.325 mm	38	0.7		300 frames	none	Mapshim	not known			L/R	acquisition time = 10 min									
added 20092020	HRM	02007	2007000	1	sub-001 run-01	2010	Sprague Dawley	female	4 months	280	Charles River			sensory-evoked	Isoflurane	19% > 2% > 0.5% > 0%	Medetomidine bolus: 0.05 mg/kg (s.c.)	Medetomidine (infusion): 0.1 mg/kg/h (s.c.)	~40 min	freely breathing, O2:air 20:95	60-80 bpm	120-160 bpm	37.5°C +/- 0.5°C	n.a.	protocol from Weber et al., 2006 (doi:10.1016/j.neuroimage.2005.08.028)	Bruker	BioSpec 94 30	9.4 Tesla	surface coil (receive-only) + volume transmission coil	four-element quadrature surface coil		RARE	T2	7000	49	GRE-EPI	2	15	60	64x64	20	1.5	0	32x30x32	none	PRESS voxel	1st order	250000		x (i.e. Left-right; note images are roated to match human conventions)		somatosensory forepaw	electrical stimuli 2mA 9Hz paw	30 s block pulse trains	see events.tsv					
added 20092020	HRM	02007	2007001	1	sub-007 run-01	2010	Sprague Dawley	female	5 months	320	Charles River			sensory-evoked	Isoflurane	20% > 2% > 0.5% > 0%	Medetomidine bolus: 0.05 mg/kg (s.c.)	Medetomidine (infusion): 0.1 mg/kg/h (s.c.)	~40 min	freely breathing, O2:air 20:96	60-80 bpm	120-160 bpm	37.5°C +/- 0.5°C	n.a.	protocol from Weber et al., 2006 (doi:10.1016/j.neuroimage.2005.08.028)	Bruker	BioSpec 94 30	9.4 Tesla	surface coil (receive-only) + volume transmission coil	four-element quadrature surface coil		RARE	T2	7000	49	GRE-EPI	2	15	60	64x64	5	1.5	0	32x7.5x32	none	PRESS voxel	1st order	250000		x (i.e. Left-right; note images are roated to match human conventions)	MGE available	somatosensory forepaw	electrical stimuli 2mA 9Hz paw	30 s block pulse trains	see events.tsv					
added 20092020	HRM	02007	2007002	1	sub-008 run-01	2010	Sprague Dawley	female	5 months	300	Charles River			sensory-evoked	Isoflurane	21% > 2% > 0.5% > 0%	Medetomidine bolus: 0.05 mg/kg (s.c.)	Medetomidine (infusion): 0.1 mg/kg/h (s.c.)	~40 min	freely breathing, O2:air 20:97	60-80 bpm	120-160 bpm	37.5°C +/- 0.5°C	n.a.	protocol from Weber et al., 2006 (doi:10.1016/j.neuroimage.2005.08.028)	Bruker	BioSpec 94 30	9.4 Tesla	surface coil (receive-only) + volume transmission coil	four-element quadrature surface coil		RARE	T2	7000	49	GRE-EPI	2	15	60	64x64	5	1.5	0	32x7.5x32	none	PRESS voxel	1st order	250000		x (i.e. Left-right; note images are roated to match human conventions)	MGE available	somatosensory forepaw	electrical stimuli 2mA 9Hz paw	30 s block pulse trains	see events.tsv					
added 20092020	HRM	02007	2007003	1	sub-009 run-01	2010	Sprague Dawley	female	6 months	360	Charles River			sensory-evoked	Isoflurane	22% > 2% > 0.5% > 0%	Medetomidine bolus: 0.05 mg/kg (s.c.)	Medetomidine (infusion): 0.1 mg/kg/h (s.c.)	~40 min	freely breathing, O2:air 20:98	60-80 bpm	120-160 bpm	37.5°C +/- 0.5°C	n.a.	protocol from Weber et al., 2006 (doi:10.1016/j.neuroimage.2005.08.028)	Bruker	BioSpec 94 30	9.4 Tesla	surface coil (receive-only) + volume transmission coil	four-element quadrature surface coil		RARE	T2	7000	49	GRE-EPI	2	15	60	64x64	5	1.5	0	32x7.5x32	none	PRESS voxel	1st order	250000		x (i.e. Left-right; note images are roated to match human conventions)		somatosensory forepaw	electrical stimuli 2mA 9Hz paw	30 s block pulse trains	see events.tsv					
added 20092020	HRM	02007	2007004	1	sub-010 run-01	2011	Sprague Dawley	female	5 months	330	Charles River			sensory-evoked	Isoflurane	23% > 2% > 0.5% > 0%	Medetomidine bolus: 0.05 mg/kg (s.c.)	Medetomidine (infusion): 0.1 mg/kg/h (s.c.)	~40 min	freely breathing, O2:air 20:99	60-80 bpm	120-160 bpm	37.5°C +/- 0.5°C	n.a.	protocol from Weber et al., 2006 (doi:10.1016/j.neuroimage.2005.08.028)	Bruker	BioSpec 94 30	9.4 Tesla	surface coil (receive-only) + volume transmission coil	four-element quadrature surface coil		RARE	T2	7000	49	GRE-EPI	2	15	60	64x64	21	1.5	0	25.6x31.5x25.6	none	PRESS voxel	1st order	250000		x (i.e. Left-right; note images are roated to match human conventions)		somatosensory forepaw	electrical stimuli 2mA 9Hz paw	30 s block pulse trains	see events.tsv					
added 20092020	HRM	02007	2007005	1	sub-011 run-01	2011	Sprague Dawley	female	6 months	350	Charles River			sensory-evoked	Isoflurane	24% > 2% > 0.5% > 0%	Medetomidine bolus: 0.05 mg/kg (s.c.)	Medetomidine (infusion): 0.1 mg/kg/h (s.c.)	~40 min	freely breathing, O2:air 20:100	60-80 bpm	120-160 bpm	37.5°C +/- 0.5°C	n.a.	protocol from Weber et al., 2006 (doi:10.1016/j.neuroimage.2005.08.028)	Bruker	BioSpec 94 30	9.4 Tesla	surface coil (receive-only) + volume transmission coil	four-element quadrature surface coil		RARE	T2	7000	49	GRE-EPI	2	15	60	64x64	21	1.5	0	25.6x31.5x25.6	none	PRESS voxel	1st order	250000		x (i.e. Left-right; note images are roated to match human conventions)		somatosensory forepaw	electrical stimuli 2mA 9Hz paw	30 s block pulse trains	see events.tsv					
added 20092020	HRM	02007	2007006	1	sub-012 run-01	2011	Sprague Dawley	female	5 months	350	Charles River			sensory-evoked	Isoflurane	25% > 2% > 0.5% > 0%	Medetomidine bolus: 0.05 mg/kg (s.c.)	Medetomidine (infusion): 0.1 mg/kg/h (s.c.)	~40 min	freely breathing, O2:air 20:101	60-80 bpm	120-160 bpm	37.5°C +/- 0.5°C	n.a.	protocol from Weber et al., 2006 (doi:10.1016/j.neuroimage.2005.08.028)	Bruker	BioSpec 94 30	9.4 Tesla	surface coil (receive-only) + volume transmission coil	four-element quadrature surface coil		RARE	T2	7000	49	GRE-EPI	2	15	60	64x64	21	1.5	0	25.6x31.5x25.6	none	PRESS voxel	1st order	250000		x (i.e. Left-right; note images are roated to match human conventions)		somatosensory forepaw	electrical stimuli 2mA 9Hz paw	30 s block pulse trains	see events.tsv					
added 20092020	HRM	02007	2007007	1	sub-013 run-01	2011	Sprague Dawley	female	5 months	310	Charles River			sensory-evoked	Isoflurane	26% > 2% > 0.5% > 0%	Medetomidine bolus: 0.05 mg/kg (s.c.)	Medetomidine (infusion): 0.1 mg/kg/h (s.c.)	~40 min	freely breathing, O2:air 20:102	60-80 bpm	120-160 bpm	37.5°C +/- 0.5°C	n.a.	protocol from Weber et al., 2006 (doi:10.1016/j.neuroimage.2005.08.028)	Bruker	BioSpec 94 30	9.4 Tesla	surface coil (receive-only) + volume transmission coil	four-element quadrature surface coil		RARE	T2	7000	49	GRE-EPI	2	15	60	64x64	9	1.5	0	25.6x13.5x25.6	none	PRESS voxel	1st order	250000		x (i.e. Left-right; note images are roated to match human conventions)		somatosensory forepaw	electrical stimuli 2mA 9Hz paw	30 s block pulse trains	see events.tsv					
added 20092020	HRM	02008	2008000	1	sub-001 run-01	2011	Sprague Dawley	female	4 months	340	Charles River			sensory-evoked	Isoflurane	5% > 2% > 0.5% > 0%	Medetomidine bolus: 0.05 mg/kg (s.c.)	Medetomidine (infusion): 0.1 mg/kg/h (s.c.)	~40 min	freely breathing, O2:air 20:80	60-80 bpm	120-160 bpm	37.5°C +/- 0.5°C	n.a.	protocol from Weber et al., 2006 (doi:10.1016/j.neuroimage.2005.08.028)	Bruker	BioSpec 94 30	9.4 Tesla	surface coil (receive-only) + volume transmission coil	four-element quadrature surface coil		RARE	T2	7000	49	GRE-EPI	2	15	60	64x64	5	1.5	0	32x7.5x32	none	PRESS voxel	1st order	250000		x (i.e. Left-right; note images are roated to match human conventions)		somatosensory paw	thermal stimuli cold paw	transient temperature drop	see events.tsv					
