jg.note	rat.owner	exclude	exclude.reason	rat.ds	rat.sub	rat.ses	rat.ID.orig	rat.session.date	rat.strain	rat.strain.orig	rat.sex	rat.age	rat.age.orig	rat.weight	rat.weight.orig	rat.vendor.source	rat.breeding.source	rat.comment	exp.type	anesthesia.induction	anesthesia.induction.dose	anesthesia.maintenance	anesthesia.maintenance.dose	anesthesia.route	anesthesia.post.induction.time	anesthesia.post.induction.time.orig	anesthesia.breathing.assistance	anesthesia.breathing.rate	anesthesia.breathing.rate.orig	anesthesia.heart.rate	anesthesia.heart.rate.orig	anesthesia.temperature.org	anesthesia.pCO2.orig	anesthesia.comment	MRI.vendor	MRI.console.orig	MRI.field.strength	MRI.coil.setup.orig	MRI.coil.design.orig	MRI.comment	anat.sequence	anat.contrast	anat.TR	anat.TE	func.sequence	func.TR	func.TE	func.FA	func.resolution.orig	func.n.slices	func.slice.thickness	func.slice.gap	func.volume	func.acceleration.factor.orig	func.shim.orig	func.shim.order.orig	func.bandwidth	func.FOVsat	func.readout.dir	func.comment	func.sensory.system	func.sensory.stimulation	func.sensory.onset	func.sensory.duration	func.sensory.comment
added 04092028	KHChuang			01004	100408	1	s_20130211_01		Wistar	Wistar	Male	2-4	10-15 wk	300-350	300-400		in-house		resting-state	isoflurane	3	isoflurane	1.3	air	90	1.5h	free-breathing	60	50-68	NA		36.5±0.13			Varian/Agilent		9.4	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.12	12	1	0.1	300	0	3Dshim	2nd	250000	yes	LR						
added 04092029	KHChuang			01004	100409	1	s_20130218_01		Wistar	Wistar	Male	2-4	10-15 wk	300-350	300-400		in-house		resting-state	isoflurane	3	isoflurane	1.3	air	90	1.5h	free-breathing	60	50-69	NA		36.5±0.14			Varian/Agilent		9.4	T+R	RT-single loop		FSE		2.5	0.04	SE-EPI	2	0.045	90	0.4x0.13	12	1	0.1	300	0	3Dshim	2nd	250000	yes	LR						
added 04092029	NickTodd			01005	100500	1	1	7/6/2017	Sprague Dawley	Sprague-Dawley	Male	NA	unknown	300-350	257 - 384 g	Charles River			resting-state	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	NA	90	1 - 2 hours	free-breathing	50	35 - 65 bpm	NA	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1	0.2	300	none	MAP Shim	unknown	NA	no	LR						
added 04092029	NickTodd			01005	100501	1	2	7/17/2017	Sprague Dawley	Sprague-Dawley	Male	NA	unknown	300-350	257 - 384 g	Charles River			resting-state	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	NA	90	1 - 2 hours	free-breathing	50	35 - 65 bpm	NA	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1	0.2	300	none	MAP Shim	unknown	NA	no	LR						
added 04092029	NickTodd			01005	100502	1	3	8/23/2017	Sprague Dawley	Sprague-Dawley	Male	NA	unknown	300-350	257 - 384 g	Charles River			resting-state	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	NA	90	1 - 2 hours	free-breathing	50	35 - 65 bpm	NA	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1	0.2	300	none	MAP Shim	unknown	NA	no	LR						
added 04092029	NickTodd			01005	100503	1	4	9/1/2017	Sprague Dawley	Sprague-Dawley	Male	NA	unknown	300-350	257 - 384 g	Charles River			resting-state	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	NA	90	1 - 2 hours	free-breathing	50	35 - 65 bpm	NA	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1	0.2	300	none	MAP Shim	unknown	NA	no	LR						
added 04092029	NickTodd			01005	100504	1	5	9/6/2017	Sprague Dawley	Sprague-Dawley	Male	NA	unknown	300-350	257 - 384 g	Charles River			resting-state	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	NA	90	1 - 2 hours	free-breathing	50	35 - 65 bpm	NA	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1	0.2	300	none	MAP Shim	unknown	NA	no	LR						
added 04092029	NickTodd			01005	100505	1	6	9/7/2017	Sprague Dawley	Sprague-Dawley	Male	NA	unknown	300-350	257 - 384 g	Charles River		JG: Missing anat, taken from sub-0200205	resting-state	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	NA	90	1 - 2 hours	free-breathing	50	35 - 65 bpm	NA	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1	0.2	300	none	MAP Shim	unknown	NA	no	LR						
added 04092029	NickTodd			01005	100506	1	7	9/13/2017	Sprague Dawley	Sprague-Dawley	Male	NA	unknown	300-350	257 - 384 g	Charles River			resting-state	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	NA	90	1 - 2 hours	free-breathing	50	35 - 65 bpm	NA	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1	0.2	300	none	MAP Shim	unknown	NA	no	LR						
added 04092029	NickTodd			01005	100507	1	8	10/12/2017	Sprague Dawley	Sprague-Dawley	Male	NA	unknown	300-350	257 - 384 g	Charles River		JG: Missing anat, taken from sub-0200207	resting-state	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	NA	90	1 - 2 hours	free-breathing	50	35 - 65 bpm	NA	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1	0.2	300	none	MAP Shim	unknown	NA	no	LR						
added 04092029	NickTodd			01005	100508	1	9	4/10/2018	Sprague Dawley	Sprague-Dawley	Male	NA	unknown	300-350	257 - 384 g	Charles River			resting-state	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	NA	90	1 - 2 hours	free-breathing	50	35 - 65 bpm	NA	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1	0.2	300	none	MAP Shim	unknown	NA	no	LR						
added 04092029	NickTodd			01005	100509	1	10	4/11/2018	Sprague Dawley	Sprague-Dawley	Male	NA	unknown	300-350	257 - 384 g	Charles River			resting-state	ketamine / xylazine	80 / 10	isoflurane / medetomidine	0.25% iso and ~0.015 mg/kg/hr med.	NA	90	1 - 2 hours	free-breathing	50	35 - 65 bpm	NA	not measured	~34 - 37 C	not measured		Bruker	Paravision 5	7	T + R	Rx only single loop		RARE	T2	6.5	0.05	GE-EPI	1.5	0.018	65	0.5 x 0.5 x 1.0 mm	18	1	0.2	300	none	MAP Shim	unknown	NA	no	LR						
added 04092029	Jamie Near			01006	100600	1	198	29-Jan-19	Fischer 344	Fischer 344 wildtype	Male	16-18	509	450-500	485	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair; weights are approximate, not weighed on day of scanning	resting-state	isoflurane	4	isoflurane	2.5-3.0%	air	50	45	free-breathing	50	50	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092039	Jamie Near			01006	100600	2	198	25-Apr-19	Fischer 344	Fischer 344 wildtype	Male	18-20	595	500-550	524	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	50	45	free-breathing	50	50	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092030	Jamie Near			01006	100601	1	305	5-Aug-19	Fischer 344	Fischer 344 wildtype	Female	14-16	479	300-350	330	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	50	45	free-breathing	60	60	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092040	Jamie Near			01006	100601	2	305	16-Oct-19	Fischer 344	Fischer 344 wildtype	Female	18-20	551	250-300	295	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	3.0-3.5%	air	60	60	free-breathing	60	60	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092031	Jamie Near			01006	100602	1	403	20-Jan-20	Fischer 344	Fischer 344 wildtype	Female	16-18	509	350-400	350	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	60	55	free-breathing	60	60	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092041	Jamie Near			01006	100602	2	403	5-Mar-20	Fischer 344	Fischer 344 wildtype	Female	18-20	554	350-400	350	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	50	45	free-breathing	60	55	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092032	Jamie Near			01006	100603	1	407	20-Jan-20	Fischer 344	Fischer 344 wildtype	Female	16-18	509	300-350	320	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	50	45	free-breathing	70	65	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092042	Jamie Near			01006	100603	2	407	25-Feb-20	Fischer 344	Fischer 344 wildtype	Female	18-20	545	300-350	330	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	50	45	free-breathing	60	60	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092033	Jamie Near			01006	100604	1	424	30-Jan-20	Fischer 344	Fischer 344 wildtype	Male	14-16	488	550-600	560	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.5-3.0%	air	50	45	free-breathing	60	55	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092043	Jamie Near			01006	100604	2	424	9-Apr-20	Fischer 344	Fischer 344 wildtype	Male	18-20	558	550-600	580	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	50	50	free-breathing	50	50	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092034	Jamie Near			01006	100605	1	425	30-Jan-20	Fischer 344	Fischer 344 wildtype	Male	18-20	488	550-600	560	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.5-3.0%	air	50	45	free-breathing	60	55	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092044	Jamie Near			01006	100605	2	425	18-Mar-20	Fischer 344	Fischer 344 wildtype	Male	16-18	536	550-600	580	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	3.0-3.5%	air	50	45	free-breathing	70	65	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092035	Jamie Near			01006	100606	1	445	3-Mar-20	Fischer 344	Fischer 344 wildtype	Female	16-18	499	250-300	290	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	50	45	free-breathing	60	55	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092045	Jamie Near			01006	100606	2	445	13-Apr-20	Fischer 344	Fischer 344 wildtype	Female	16-18	540	250-300	290	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.5-3.0%	air	60	55	free-breathing	50	50	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092036	Jamie Near			01006	100607	1	447	5-Mar-20	Fischer 344	Fischer 344 wildtype	Female	16-18	501	250-300	280	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	50	45	free-breathing	60	60	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092046	Jamie Near			01006	100607	2	447	13-Apr-20	Fischer 344	Fischer 344 wildtype	Female	16-18	540	250-300	290	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.5-3.0%	air	60	55	free-breathing	50	50	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092037	Jamie Near			01006	100608	1	457	25-Feb-20	Fischer 344	Fischer 344 wildtype	Female	16-18	492	250-300	280	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	60	55	free-breathing	60	60	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092047	Jamie Near			01006	100608	2	457	13-Apr-20	Fischer 344	Fischer 344 wildtype	Female	16-18	540	300-350	300	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.0-2.5%	air	60	55	free-breathing	50	45	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092038	Jamie Near			01006	100609	1	471	3-Mar-20	Fischer 344	Fischer 344 wildtype	Male	16-18	499	450-500	460	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	2.5-3.0%	air	50	45	free-breathing	60	60	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092048	Jamie Near			01006	100609	2	471	9-Apr-20	Fischer 344	Fischer 344 wildtype	Male	16-18	536	450-500	470	Envigo (WT females), Terrence town lab (Tg344-AD males)	in-house	rats are a product of WT x TgF344-AD breeding pair	resting-state	isoflurane	4	isoflurane	3.5-4.0%	air	60	55	free-breathing	60	55	NA	not recorded	37	not recorded		Bruker	AvanceIII	7	T+R	RT-phased		turboRARE	T2	0.325	0.0324	SE-EPI	0.9	0.015	90	0.375	24	1.2	0	600	Parallel Imaging Acceleration=1, Partial Fourier Acceleration=1.1	mapshim	2nd order	238095.238	yes	LR						
added 04092048	Faber			01007	100700	1	32	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	185	Charles River			resting-state	isoflurane	5	isoflurane	1.5	air	190	188	free-breathing	50	47	NA	na	37.2		5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	fiber in S1Fl and thalamus					
added 04092049	Faber			01007	100701	1	33	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	140	Charles River			resting-state	isoflurane	5	isoflurane	1.6	air	140	144	free-breathing	70	65	NA	na	37		5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	fiber in S1Fl					
added 04092050	Faber			01007	100702	1	34	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	177	Charles River			resting-state	isoflurane	5	isoflurane	1.6	air	180	182	free-breathing	60	58	NA	na	37.3		5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	11	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	fiber in S1Fl					
added 04092051	Faber			01007	100703	1	35	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	181	Charles River			resting-state	isoflurane	5	isoflurane	1.7	air	150	146	free-breathing	40	40	NA	na	37.5		5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	fiber in S1Fl					
added 04092052	Faber			01007	100704	1	36	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	176	Charles River			resting-state	isoflurane	5	isoflurane	1.8	air	210	209	free-breathing	50	47	NA	na	37.7		5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	fiber in S1Fl					
added 04092053	Faber			01007	100705	1	37	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	194	Charles River			resting-state	isoflurane	5	isoflurane	2	air	230	225	free-breathing	40	40	NA	na	36.3		5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	fiber in S1Fl					
added 04092054	Faber			01007	100706	1	38	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	191	Charles River			resting-state	isoflurane	5	isoflurane	2.3	air	190	194	free-breathing	40	41	NA	na	37.7		5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	fiber in S1Fl					
added 04092055	Faber			01007	100707	1	40	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	180	Charles River			resting-state	isoflurane	5	isoflurane	1.1	air	150	151	free-breathing	50	47	NA	na	36.7		5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	1800	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	fiber in S1Fl					
added 04092056	Faber			01007	100708	1	41	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	168	Charles River			resting-state	isoflurane	5	isoflurane	1.6	air	140	141	free-breathing	50	49	NA	na	36.4		5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	2400	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	fiber in thalamus					
added 04092057	Faber			01007	100709	1	42	1	Fischer 344	F344	Female	2-4	> 3 month	150-200	156	Charles River			resting-state	isoflurane	5	isoflurane	1.4	air	190	186	free-breathing	60	55	NA	na	36.5		5 % Iso in 1L/min O2 followed by 1.2-1.5 % Iso in compessed air/oxygen 0.75/0.25	Bruker	Advance III	9.4	2 cm surface coil	R-surface / T-volume	/	RARE	T2	2	0.05	GE-EPI	1	0.018	65	350 x 325 µm	16	1.2	0	2400	1.142857143	mapshim	1st, 2nd	192307.6923	yes	LR	fiber in thalamus					
added 04092057	Febo			01008	100800	1	20191107_110751_ASI_Rat8_Naive_1_1_nifti	20191107	Long Evans	Long Evans	Female	NA		NA		Charles River	Charles River	None	resting-state	isoflurane	3.5	isoflurane / medetomidine	1 / 0.05 	s.c	50	50 minutes	free-breathing	50	45-65 bpm	NA	n/a	38 degree C	n/a	Physiology not measured in study, but was tested in bench top work in separate group to assess physiology stability. JG: Induction reported "Isoflurane+dexmed SQ Injection", but no dexmed dose provided. Changed to isoflurane. Converted dexmed to med	Magnex Scientific	Bruker Avance II with PV 6.0.1	11.1	Surface quadrature coil	Quadrature surface; transmit/receive		turboRARE	T2	4	0.041	SE-EPI	2	0.015	NA	24 x 18 mm	25	0.9	0	NA	NA	NA	NA	250kHz	yes	NA	Resting state under iso 1% + 0.025 mg/kg dexmed at 50 min post injection					
